respondent_id,age,gender,province,sector,education,urban_rural,monthly_income_rwf
1969,32,Female,Northern,Trade,Primary,Rural,51392
1970,48,Female,Kigali,Services,Primary,Rural,310571
1971,42,Female,Eastern,Trade,Secondary,Rural,114043
1972,18,Male,Northern,Agriculture,Tertiary,Urban,121724
1973,42,Male,Kigali,Trade,Primary,Rural,51411
1974,37,Male,Kigali,Agriculture,Primary,Rural,226180
1975,34,Female,Kigali,Agriculture,Primary,Rural,280275
1976,30,Female,Southern,Agriculture,Secondary,Urban,344338
1977,48,Female,Southern,Trade,Primary,Rural,161016
1978,46,Male,Southern,Services,Primary,Rural,164307
1979,25,Male,Southern,Agriculture,Secondary,Urban,50454
1980,39,Female,Southern,Agriculture,No Education,Rural,64873
1981,23,Male,Eastern,Other,Secondary,Urban,96533
1982,18,Male,Northern,Trade,Secondary,Urban,38728
1983,27,Female,Kigali,Services,Primary,Rural,303539
1984,45,Male,Northern,Services,Secondary,Rural,88258
1985,46,Male,Southern,Services,Secondary,Rural,400888
1986,41,Male,Northern,Agriculture,Secondary,Rural,207859
1987,43,Male,Eastern,Other,Primary,Urban,220366
1988,41,Female,Kigali,Agriculture,Primary,Urban,184395
1989,27,Male,Northern,Services,Secondary,Urban,122369
1990,40,Male,Southern,Agriculture,Secondary,Urban,589992
1991,44,Male,Western,Services,Primary,Rural,134878
1992,44,Female,Eastern,Services,Primary,Rural,165906
1993,49,Male,Southern,Services,No Education,Urban,91621
1994,43,Female,Northern,Agriculture,No Education,Urban,48741
1995,39,Male,Western,Services,Secondary,Rural,225600
1996,47,Male,Northern,Agriculture,No Education,Urban,122177
1997,34,Male,Northern,Agriculture,Primary,Rural,46197
1998,24,Female,Northern,Agriculture,Secondary,Rural,32483
1999,33,Female,Southern,Trade,Primary,Urban,51110
2000,26,Male,Western,Services,Secondary,Urban,521235
2001,26,Female,Kigali,Services,Secondary,Rural,94285
2002,33,Female,Kigali,Manufacturing,Primary,Urban,150696
2003,25,Male,Western,Manufacturing,Secondary,Urban,745248
2004,31,Female,Northern,Services,Secondary,Urban,81579
2005,18,Male,Northern,Agriculture,Primary,Rural,48560
2006,37,Female,Eastern,Agriculture,Primary,Rural,46964
2007,35,Female,Kigali,Services,Secondary,Urban,730514
2008,25,Female,Southern,Services,Tertiary,Rural,1050540
2009,42,Female,Southern,Trade,Secondary,Rural,234126
2010,46,Male,Eastern,Trade,Primary,Rural,203214
2011,18,Female,Eastern,Agriculture,Secondary,Urban,83893
2012,25,Male,Southern,Agriculture,Primary,Rural,412515
2013,25,Male,Kigali,Services,Secondary,Rural,190773
2014,23,Female,Western,Agriculture,Secondary,Urban,264097
2015,44,Female,Kigali,Agriculture,Secondary,Urban,122659
2016,32,Female,Northern,Trade,Secondary,Urban,134632
2017,31,Male,Western,Agriculture,Secondary,Urban,504851
2018,18,Female,Southern,Other,Secondary,Rural,197628
2019,42,Female,Eastern,Manufacturing,Primary,Rural,485474
2020,20,Male,Southern,Trade,Secondary,Rural,157412
2021,35,Male,Eastern,Agriculture,Tertiary,Urban,93743
2022,38,Male,Kigali,Agriculture,Primary,Rural,54474
2023,51,Male,Western,Services,Secondary,Rural,167218
2024,19,Female,Southern,Agriculture,Primary,Rural,52626
2025,18,Female,Northern,Agriculture,Secondary,Rural,42330
2026,37,Female,Eastern,Agriculture,Secondary,Urban,348962
2027,56,Female,Kigali,Agriculture,Primary,Rural,56177
2028,49,Male,Kigali,Agriculture,Tertiary,Rural,158767
2029,37,Female,Northern,Trade,Primary,Rural,137615
2030,29,Male,Southern,Agriculture,Secondary,Rural,64131
2031,44,Female,Northern,Agriculture,Secondary,Urban,426012
2032,23,Male,Southern,Services,Primary,Urban,69305
2033,40,Female,Kigali,Other,Primary,Rural,133868
2034,41,Male,Eastern,Agriculture,Primary,Rural,105774
2035,47,Male,Kigali,Agriculture,Secondary,Rural,98303
2036,68,Female,Eastern,Services,Secondary,Urban,70935
2037,39,Male,Kigali,Other,Primary,Rural,217937
2038,28,Female,Western,Trade,Primary,Rural,196834
2039,34,Male,Kigali,Services,No Education,Rural,69000
2040,18,Female,Western,Agriculture,Secondary,Urban,235054
2041,26,Male,Eastern,Services,Secondary,Urban,270215
2042,30,Male,Western,Agriculture,No Education,Rural,28349
2043,28,Male,Northern,Manufacturing,Secondary,Rural,90734
2044,36,Male,Western,Manufacturing,No Education,Rural,343553
2045,25,Male,Kigali,Other,Tertiary,Rural,227594
2046,48,Male,Southern,Agriculture,Tertiary,Rural,90508
2047,35,Male,Western,Agriculture,Secondary,Urban,67158
2048,34,Male,Kigali,Services,Tertiary,Urban,183534
2049,31,Female,Kigali,Manufacturing,Secondary,Urban,163671
2050,36,Female,Eastern,Trade,Secondary,Urban,84792
2051,44,Male,Western,Agriculture,Secondary,Rural,25484
2052,24,Female,Northern,Agriculture,Primary,Rural,216247
2053,27,Female,Northern,Services,Primary,Urban,368244
2054,31,Male,Kigali,Agriculture,Primary,Rural,31368
2055,18,Female,Kigali,Trade,Secondary,Rural,143116
2056,25,Male,Southern,Services,Primary,Rural,63312
2057,29,Female,Kigali,Trade,Primary,Urban,114510
2058,45,Male,Northern,Services,Secondary,Rural,116876
2059,38,Female,Western,Trade,Primary,Rural,77114
2060,37,Female,Kigali,Agriculture,Secondary,Rural,509700
2061,45,Male,Southern,Trade,Tertiary,Rural,124932
2062,33,Male,Kigali,Agriculture,Secondary,Urban,69910
2063,39,Female,Northern,Services,Secondary,Rural,83668
2064,33,Male,Kigali,Agriculture,Secondary,Rural,236627
2065,38,Female,Southern,Services,Secondary,Rural,41068
2066,28,Female,Eastern,Agriculture,Primary,Rural,47196
2067,18,Female,Eastern,Agriculture,Tertiary,Urban,587990
2068,33,Female,Northern,Other,Primary,Urban,171590
2069,52,Female,Kigali,Agriculture,No Education,Rural,92078
2070,46,Female,Southern,Trade,Secondary,Urban,918452
2071,46,Male,Eastern,Other,Primary,Rural,132241
2072,49,Male,Southern,Agriculture,Primary,Urban,64086
2073,36,Male,Kigali,Manufacturing,No Education,Urban,143368
2074,37,Female,Southern,Agriculture,Primary,Rural,35025
2075,27,Female,Kigali,Agriculture,Primary,Urban,308439
2076,31,Male,Eastern,Services,No Education,Rural,187581
2077,42,Female,Kigali,Other,Secondary,Rural,315494
2078,49,Female,Southern,Agriculture,Secondary,Rural,270927
2079,33,Male,Kigali,Services,Primary,Rural,93551
2080,29,Female,Western,Services,Tertiary,Urban,130179
2081,35,Male,Western,Trade,Primary,Rural,104186
2082,42,Female,Kigali,Agriculture,Primary,Rural,43215
2083,18,Male,Northern,Manufacturing,Primary,Rural,173467
2084,18,Female,Kigali,Manufacturing,Secondary,Rural,444414
2085,28,Female,Eastern,Manufacturing,Primary,Rural,132889
2086,20,Male,Southern,Other,Secondary,Rural,144691
2087,28,Female,Southern,Trade,Secondary,Rural,119048
2088,33,Female,Northern,Agriculture,Secondary,Urban,253664
2089,29,Male,Kigali,Services,Secondary,Urban,117339
2090,52,Male,Eastern,Agriculture,Tertiary,Rural,24525
2091,38,Female,Kigali,Agriculture,Primary,Urban,164592
2092,38,Male,Southern,Services,Primary,Urban,373346
2093,42,Male,Northern,Agriculture,Secondary,Urban,190743
2094,21,Male,Southern,Services,Secondary,Rural,92272
2095,47,Male,Kigali,Other,Primary,Rural,43796
2096,34,Female,Eastern,Agriculture,Primary,Rural,129025
2097,43,Male,Eastern,Other,Secondary,Rural,143709
2098,22,Male,Kigali,Services,Primary,Rural,117829
2099,18,Male,Eastern,Services,Primary,Rural,559949
2100,44,Male,Southern,Trade,Tertiary,Rural,83311
2101,39,Female,Western,Agriculture,Secondary,Rural,424747
2102,24,Male,Northern,Services,Secondary,Rural,157962
2103,24,Female,Eastern,Services,Secondary,Rural,35462
2104,48,Female,Kigali,Agriculture,Tertiary,Rural,123165
2105,20,Male,Western,Other,Primary,Rural,233960
2106,54,Female,Kigali,Trade,Primary,Rural,81086
2107,24,Male,Western,Agriculture,Secondary,Rural,31552
2108,42,Female,Eastern,Agriculture,Secondary,Rural,90003
2109,31,Female,Eastern,Services,No Education,Rural,59669
2110,42,Male,Western,Agriculture,Tertiary,Rural,210679
2111,28,Male,Kigali,Services,Secondary,Rural,285902
2112,33,Female,Northern,Agriculture,Primary,Rural,37314
2113,35,Male,Northern,Services,Primary,Urban,96312
2114,22,Male,Kigali,Agriculture,Primary,Rural,159130
2115,43,Male,Eastern,Agriculture,Secondary,Rural,51644
2116,28,Male,Southern,Manufacturing,Tertiary,Rural,104666
2117,32,Female,Southern,Services,Primary,Urban,65975
2118,23,Male,Kigali,Other,Tertiary,Rural,235488
2119,18,Male,Western,Trade,Secondary,Rural,164339
2120,32,Female,Kigali,Agriculture,Secondary,Urban,77214
2121,63,Male,Kigali,Agriculture,Secondary,Rural,103082
2122,44,Male,Kigali,Trade,Primary,Rural,368433
2123,34,Female,Kigali,Other,Secondary,Rural,58871
2124,31,Male,Kigali,Trade,No Education,Rural,20714
2125,35,Female,Western,Agriculture,Secondary,Urban,192075
2126,41,Female,Eastern,Other,No Education,Rural,90371
2127,20,Male,Kigali,Agriculture,Secondary,Rural,58174
2128,48,Female,Kigali,Manufacturing,Secondary,Urban,393511
2129,43,Male,Southern,Other,Primary,Rural,212498
2130,43,Male,Western,Agriculture,Primary,Rural,14846
2131,40,Female,Kigali,Other,Secondary,Rural,76136
2132,35,Female,Kigali,Agriculture,Secondary,Urban,852218
2133,43,Male,Kigali,Other,Primary,Rural,173170
2134,42,Female,Kigali,Agriculture,Secondary,Rural,176328
2135,30,Female,Kigali,Other,Primary,Urban,360767
2136,28,Female,Eastern,Agriculture,No Education,Urban,104075
2137,36,Female,Kigali,Manufacturing,No Education,Urban,339824
2138,53,Male,Northern,Services,Primary,Rural,231441
2139,20,Male,Kigali,Services,Secondary,Urban,308131
2140,18,Female,Western,Agriculture,Tertiary,Urban,142828
2141,36,Male,Western,Manufacturing,Primary,Rural,174456
2142,35,Female,Northern,Agriculture,Secondary,Rural,64121
2143,37,Male,Eastern,Services,Primary,Rural,131647
2144,37,Male,Eastern,Agriculture,Secondary,Rural,40312
2145,32,Male,Eastern,Other,Primary,Urban,74994
2146,52,Female,Southern,Agriculture,Secondary,Rural,81909
2147,18,Male,Eastern,Agriculture,Tertiary,Urban,86859
2148,25,Female,Western,Agriculture,Primary,Rural,57997
2149,33,Male,Western,Services,Secondary,Rural,135069
2150,18,Male,Eastern,Agriculture,No Education,Urban,141638
2151,32,Male,Northern,Services,Primary,Rural,278462
2152,54,Female,Kigali,Trade,Primary,Rural,74927
2153,35,Male,Kigali,Manufacturing,Primary,Urban,575060
2154,37,Male,Eastern,Services,Primary,Rural,276100
2155,19,Male,Kigali,Agriculture,Primary,Rural,130019
2156,27,Male,Western,Manufacturing,Primary,Rural,171905
2157,30,Female,Kigali,Agriculture,Primary,Rural,112135
2158,31,Female,Eastern,Trade,Secondary,Rural,331706
2159,50,Male,Northern,Agriculture,Tertiary,Urban,491821
2160,41,Female,Southern,Services,Primary,Urban,492846
2161,21,Female,Eastern,Agriculture,Primary,Rural,89789
2162,37,Male,Western,Trade,Primary,Urban,220058
2163,40,Female,Northern,Agriculture,Tertiary,Rural,416432
2164,48,Female,Eastern,Services,Secondary,Rural,93499
2165,53,Male,Kigali,Agriculture,Secondary,Urban,103450
2166,22,Male,Eastern,Manufacturing,Primary,Urban,200180
2167,25,Female,Southern,Other,Primary,Rural,223013
2168,19,Female,Northern,Services,Primary,Rural,270971
2169,32,Male,Southern,Services,Tertiary,Rural,177267
2170,40,Male,Eastern,Other,Tertiary,Rural,53151
2171,46,Male,Kigali,Services,No Education,Urban,187518
2172,34,Female,Kigali,Services,Secondary,Rural,73867
2173,31,Female,Eastern,Services,Primary,Urban,51433
2174,36,Female,Southern,Manufacturing,Primary,Rural,55308
2175,24,Male,Southern,Agriculture,Tertiary,Rural,184563
2176,60,Female,Kigali,Trade,Secondary,Rural,381243
2177,18,Female,Eastern,Services,Primary,Rural,134423
2178,37,Male,Eastern,Agriculture,Primary,Rural,102875
2179,59,Male,Eastern,Trade,Secondary,Rural,330605
2180,35,Female,Kigali,Agriculture,Secondary,Rural,29841
2181,32,Female,Kigali,Agriculture,Secondary,Rural,155649
2182,30,Female,Kigali,Services,Primary,Urban,167832
2183,32,Female,Kigali,Trade,Primary,Rural,170784
2184,51,Male,Kigali,Trade,Tertiary,Urban,156899
2185,18,Female,Kigali,Other,Secondary,Urban,86714
2186,53,Female,Northern,Trade,Primary,Urban,157957
2187,18,Female,Eastern,Agriculture,Secondary,Rural,384067
2188,31,Female,Western,Agriculture,Secondary,Urban,265750
2189,29,Female,Kigali,Trade,Primary,Rural,72341
2190,42,Male,Eastern,Agriculture,Primary,Rural,29714
2191,18,Female,Eastern,Services,Secondary,Urban,52124
2192,40,Male,Kigali,Services,Secondary,Rural,441337
2193,59,Male,Southern,Agriculture,Secondary,Urban,62163
2194,18,Male,Kigali,Other,Tertiary,Rural,136950
2195,37,Male,Western,Services,Primary,Rural,374969
2196,27,Female,Western,Services,No Education,Rural,32571
2197,40,Female,Northern,Other,Tertiary,Urban,762198
2198,35,Female,Northern,Services,Primary,Rural,106374
2199,27,Female,Southern,Agriculture,Secondary,Rural,40960
2200,40,Male,Eastern,Services,Secondary,Rural,126349
2201,56,Female,Northern,Trade,Secondary,Rural,71990
2202,32,Male,Kigali,Trade,Primary,Urban,200853
2203,43,Male,Kigali,Trade,Secondary,Rural,76409
2204,19,Female,Eastern,Manufacturing,Secondary,Urban,50609
2205,23,Male,Northern,Agriculture,Secondary,Urban,111874
2206,40,Male,Western,Trade,Secondary,Rural,43352
2207,52,Female,Kigali,Trade,Primary,Rural,127869
2208,39,Female,Southern,Agriculture,No Education,Rural,30550
2209,31,Male,Kigali,Agriculture,Primary,Urban,76429
2210,34,Female,Eastern,Other,Primary,Urban,163365
2211,19,Female,Eastern,Trade,Tertiary,Rural,149914
2212,42,Female,Eastern,Trade,Secondary,Rural,156797
2213,45,Male,Kigali,Trade,Secondary,Urban,287494
2214,29,Female,Northern,Services,Secondary,Rural,60982
2215,29,Female,Southern,Services,Primary,Urban,160890
2216,38,Female,Eastern,Services,Tertiary,Rural,14861
2217,29,Female,Eastern,Agriculture,Primary,Rural,105876
2218,34,Male,Southern,Manufacturing,Primary,Rural,119507
2219,60,Male,Southern,Services,Secondary,Rural,70117
2220,32,Male,Eastern,Services,Tertiary,Rural,274493
2221,30,Male,Kigali,Services,Tertiary,Rural,544850
2222,27,Female,Western,Services,No Education,Rural,80943
2223,43,Male,Northern,Agriculture,Tertiary,Rural,66755
2224,32,Female,Kigali,Agriculture,Primary,Urban,128868
2225,27,Female,Kigali,Agriculture,No Education,Rural,27129
2226,50,Male,Southern,Agriculture,Secondary,Urban,78690
2227,52,Male,Kigali,Other,Tertiary,Rural,472460
2228,27,Female,Western,Agriculture,Secondary,Urban,140270
2229,18,Female,Kigali,Agriculture,Secondary,Rural,22825
2230,47,Male,Southern,Services,Secondary,Urban,47546
2231,26,Male,Eastern,Services,Secondary,Urban,227912
2232,44,Female,Eastern,Agriculture,Tertiary,Urban,368398
2233,18,Female,Western,Trade,Secondary,Rural,35181
2234,45,Male,Eastern,Trade,Tertiary,Rural,254627
2235,20,Female,Northern,Agriculture,Tertiary,Rural,412057
2236,43,Male,Kigali,Agriculture,Primary,Urban,511354
2237,35,Male,Kigali,Other,Secondary,Rural,167266
2238,23,Male,Kigali,Trade,Secondary,Rural,192491
2239,30,Male,Southern,Manufacturing,Primary,Urban,35867
2240,43,Male,Kigali,Agriculture,Secondary,Rural,550742
2241,36,Female,Kigali,Services,No Education,Rural,74751
2242,42,Male,Eastern,Services,Secondary,Rural,72977
2243,58,Male,Northern,Agriculture,Tertiary,Urban,150669
2244,18,Male,Southern,Services,Primary,Rural,436686
2245,54,Female,Kigali,Services,Primary,Urban,990963
2246,36,Male,Kigali,Agriculture,Tertiary,Rural,157152
2247,24,Male,Western,Trade,Primary,Rural,241295
2248,19,Female,Kigali,Trade,Primary,Rural,112406
2249,32,Female,Western,Agriculture,Primary,Rural,37870
2250,46,Male,Western,Trade,Secondary,Urban,543683
2251,33,Female,Southern,Agriculture,Secondary,Rural,62412
2252,53,Female,Kigali,Trade,Secondary,Urban,569864
2253,18,Female,Southern,Agriculture,Secondary,Rural,290121
2254,34,Male,Southern,Agriculture,Secondary,Rural,167786
2255,19,Female,Northern,Services,Secondary,Rural,665215
2256,39,Male,Eastern,Services,Primary,Rural,777243
2257,45,Female,Kigali,Other,Secondary,Rural,111543
2258,29,Female,Kigali,Agriculture,Secondary,Urban,69881
2259,18,Male,Northern,Agriculture,Secondary,Rural,23105
2260,37,Female,Northern,Services,No Education,Urban,927670
2261,40,Male,Eastern,Services,Primary,Rural,91664
2262,39,Female,Eastern,Agriculture,Primary,Urban,280004
2263,49,Male,Eastern,Manufacturing,Primary,Rural,84017
2264,22,Male,Northern,Trade,Secondary,Urban,571112
2265,43,Male,Western,Trade,No Education,Rural,56382
2266,49,Female,Kigali,Other,Secondary,Rural,49463
2267,18,Male,Eastern,Agriculture,Primary,Rural,73523
2268,38,Male,Kigali,Manufacturing,Primary,Urban,129149
2269,28,Male,Northern,Agriculture,Secondary,Rural,165422
2270,34,Female,Southern,Manufacturing,Primary,Urban,189668
2271,39,Female,Western,Services,Tertiary,Rural,352311
2272,29,Male,Kigali,Other,No Education,Rural,78212
2273,26,Male,Western,Manufacturing,Primary,Rural,89294
2274,35,Male,Kigali,Other,Secondary,Urban,104598
2275,21,Male,Northern,Trade,Secondary,Rural,658892
2276,21,Male,Kigali,Other,Primary,Rural,130020
2277,43,Female,Western,Trade,Primary,Urban,28873
2278,21,Male,Northern,Services,Secondary,Rural,101571
2279,42,Male,Southern,Agriculture,Tertiary,Rural,153604
2280,40,Male,Southern,Agriculture,Tertiary,Urban,808816
2281,18,Female,Kigali,Agriculture,Primary,Rural,197822
2282,26,Female,Kigali,Services,Tertiary,Rural,102000
2283,49,Female,Western,Services,No Education,Urban,1065943
2284,23,Male,Eastern,Services,No Education,Rural,115542
2285,29,Male,Kigali,Other,Secondary,Rural,347815
2286,40,Male,Eastern,Other,Primary,Urban,56031
2287,44,Male,Northern,Agriculture,No Education,Rural,11594
2288,31,Female,Kigali,Agriculture,Primary,Rural,28153
2289,27,Female,Kigali,Services,Primary,Rural,9675
2290,52,Female,Kigali,Agriculture,Secondary,Rural,556204
2291,55,Female,Eastern,Trade,Secondary,Rural,152358
2292,46,Male,Western,Services,Primary,Rural,62187
2293,36,Female,Western,Services,Secondary,Urban,287549
2294,25,Male,Northern,Trade,Tertiary,Rural,206747
2295,25,Male,Kigali,Trade,Secondary,Rural,210894
2296,41,Female,Western,Agriculture,Primary,Urban,297198
2297,40,Male,Northern,Manufacturing,Tertiary,Rural,197268
2298,51,Male,Kigali,Services,Secondary,Urban,99030
2299,42,Male,Western,Agriculture,No Education,Rural,153135
2300,18,Female,Southern,Agriculture,No Education,Rural,150049
2301,47,Female,Southern,Services,Primary,Rural,141240
2302,23,Male,Southern,Agriculture,Secondary,Urban,761943
2303,30,Female,Kigali,Agriculture,Primary,Rural,61200
2304,38,Male,Kigali,Manufacturing,Secondary,Urban,113699
2305,58,Male,Southern,Trade,No Education,Rural,137926
2306,70,Female,Kigali,Agriculture,Tertiary,Rural,82842
2307,42,Female,Eastern,Agriculture,Primary,Rural,129130
2308,32,Female,Southern,Trade,Tertiary,Rural,91251
2309,41,Male,Southern,Agriculture,Tertiary,Rural,103202
2310,45,Female,Eastern,Other,No Education,Urban,582472
2311,31,Female,Southern,Services,Secondary,Urban,144723
2312,56,Female,Southern,Agriculture,No Education,Rural,41679
2313,37,Male,Southern,Agriculture,Tertiary,Rural,362647
2314,40,Female,Kigali,Agriculture,Secondary,Urban,57569
2315,42,Female,Kigali,Agriculture,No Education,Rural,45365
2316,40,Male,Eastern,Agriculture,Primary,Rural,137780
2317,45,Male,Kigali,Services,Primary,Rural,276056
2318,27,Male,Kigali,Agriculture,Tertiary,Rural,377386
2319,28,Female,Kigali,Services,Secondary,Rural,84703
2320,21,Female,Eastern,Services,Tertiary,Urban,446537
2321,40,Female,Western,Agriculture,Primary,Urban,77780
2322,44,Female,Kigali,Agriculture,No Education,Rural,48646
2323,40,Female,Southern,Agriculture,Tertiary,Rural,372209
2324,55,Male,Southern,Agriculture,No Education,Rural,50879
2325,34,Male,Kigali,Manufacturing,Tertiary,Rural,310774
2326,43,Female,Western,Agriculture,Primary,Rural,98383
2327,21,Male,Northern,Trade,No Education,Rural,41914
2328,30,Male,Eastern,Services,Secondary,Rural,333554
2329,43,Female,Southern,Services,Tertiary,Rural,333811
2330,45,Male,Kigali,Services,Tertiary,Rural,43524
2331,31,Male,Southern,Manufacturing,Primary,Rural,189798
2332,34,Male,Kigali,Agriculture,Primary,Urban,60849
2333,18,Male,Southern,Agriculture,Secondary,Urban,321015
2334,30,Female,Eastern,Services,Secondary,Rural,48453
2335,45,Female,Northern,Agriculture,Secondary,Rural,77191
2336,41,Female,Kigali,Services,Primary,Rural,174076
2337,41,Male,Southern,Services,Tertiary,Rural,222699
2338,35,Female,Southern,Services,Secondary,Urban,368581
2339,35,Female,Eastern,Services,Secondary,Urban,59415
2340,27,Female,Northern,Services,Secondary,Rural,577357
2341,43,Male,Eastern,Manufacturing,Primary,Rural,231398
2342,40,Female,Western,Manufacturing,Tertiary,Rural,738246
2343,40,Female,Eastern,Services,Secondary,Urban,402899
2344,28,Female,Southern,Manufacturing,Tertiary,Rural,246463
2345,18,Female,Southern,Trade,Tertiary,Rural,63603
2346,48,Male,Eastern,Services,Secondary,Rural,98109
2347,29,Female,Kigali,Services,Secondary,Rural,549265
2348,24,Male,Eastern,Trade,No Education,Urban,388758
2349,43,Female,Southern,Services,No Education,Rural,72160
2350,30,Male,Kigali,Agriculture,Primary,Rural,9113
2351,47,Male,Northern,Trade,Primary,Rural,91597
2352,42,Male,Southern,Agriculture,Primary,Rural,69009
2353,43,Female,Eastern,Manufacturing,Primary,Urban,161834
2354,18,Male,Northern,Trade,Primary,Rural,165734
2355,49,Female,Kigali,Other,Primary,Rural,218880
2356,38,Female,Kigali,Agriculture,No Education,Urban,226717
2357,30,Male,Southern,Services,No Education,Urban,219971
2358,36,Male,Kigali,Services,Secondary,Rural,36463
2359,18,Male,Kigali,Agriculture,Secondary,Urban,101582
2360,39,Female,Western,Agriculture,Primary,Rural,548772
2361,22,Female,Eastern,Services,Secondary,Rural,207743
2362,18,Male,Western,Services,Secondary,Rural,206682
2363,18,Male,Western,Agriculture,Primary,Rural,115815
2364,48,Female,Kigali,Services,Secondary,Urban,279107
2365,27,Female,Kigali,Manufacturing,Tertiary,Urban,48056
2366,53,Female,Southern,Trade,Secondary,Rural,105952
2367,28,Female,Eastern,Other,Primary,Rural,105344
2368,18,Male,Kigali,Services,Secondary,Rural,429287
2369,21,Male,Southern,Other,Primary,Rural,112808
2370,49,Male,Kigali,Trade,Secondary,Urban,44690
2371,33,Male,Western,Agriculture,Tertiary,Urban,260687
2372,28,Male,Kigali,Agriculture,Secondary,Rural,53968
2373,36,Male,Kigali,Services,Tertiary,Rural,80553
2374,41,Male,Kigali,Services,Primary,Urban,86913
2375,48,Female,Western,Services,Tertiary,Urban,427827
2376,52,Female,Southern,Services,Secondary,Urban,548015
2377,30,Female,Southern,Manufacturing,No Education,Urban,264389
2378,19,Female,Eastern,Services,Secondary,Rural,255328
2379,30,Male,Eastern,Agriculture,Primary,Rural,126829
2380,38,Female,Kigali,Trade,No Education,Rural,107051
2381,23,Male,Eastern,Agriculture,Secondary,Rural,179290
2382,23,Female,Northern,Other,Primary,Rural,15682
2383,39,Male,Northern,Agriculture,Secondary,Rural,112205
2384,34,Female,Kigali,Other,Primary,Urban,61189
2385,35,Male,Western,Agriculture,Primary,Rural,220243
2386,25,Male,Kigali,Agriculture,Tertiary,Urban,164272
2387,32,Female,Western,Agriculture,Primary,Urban,115761
2388,23,Male,Kigali,Manufacturing,Secondary,Urban,70062
2389,45,Female,Eastern,Trade,Secondary,Rural,289476
2390,47,Female,Eastern,Services,Secondary,Urban,330682
2391,18,Female,Eastern,Other,Tertiary,Urban,360666
2392,23,Female,Northern,Services,Secondary,Rural,80359
2393,18,Female,Eastern,Services,Primary,Rural,70173
2394,27,Male,Eastern,Trade,Tertiary,Rural,212493
2395,33,Female,Southern,Agriculture,Primary,Rural,49839
2396,18,Female,Southern,Agriculture,Secondary,Urban,188999
2397,23,Female,Southern,Other,Tertiary,Urban,41003
2398,22,Male,Kigali,Other,Secondary,Rural,86883
2399,37,Female,Northern,Other,Secondary,Rural,540239
2400,35,Female,Northern,Other,Secondary,Rural,182399
2401,26,Female,Eastern,Agriculture,Secondary,Rural,117319
2402,37,Male,Eastern,Trade,Tertiary,Rural,869755
2403,28,Male,Eastern,Services,Primary,Rural,20107
2404,31,Male,Kigali,Other,Primary,Rural,56560
2405,55,Female,Kigali,Services,Secondary,Urban,145235
2406,51,Female,Kigali,Services,Secondary,Rural,306008
2407,19,Male,Southern,Services,Primary,Urban,341301
2408,44,Male,Southern,Agriculture,No Education,Urban,51349
2409,44,Male,Western,Agriculture,Primary,Urban,250921
2410,21,Male,Southern,Trade,Tertiary,Rural,128686
2411,44,Female,Kigali,Trade,Secondary,Urban,439784
2412,53,Female,Western,Agriculture,Primary,Urban,49435
2413,21,Male,Western,Trade,Primary,Rural,98386
2414,23,Female,Eastern,Services,Primary,Rural,88035
2415,47,Male,Northern,Services,Primary,Rural,303293
2416,38,Female,Western,Agriculture,Primary,Rural,57178
2417,41,Male,Northern,Trade,Tertiary,Urban,223282
2418,39,Male,Western,Manufacturing,Tertiary,Urban,485081
2419,39,Male,Kigali,Services,Primary,Urban,262026
2420,19,Female,Kigali,Services,No Education,Rural,240838
2421,47,Female,Eastern,Agriculture,Primary,Rural,102854
2422,49,Female,Northern,Services,Secondary,Urban,143264
2423,32,Male,Southern,Agriculture,Primary,Urban,85371
2424,34,Male,Western,Agriculture,Primary,Rural,88672
2425,18,Male,Eastern,Manufacturing,Primary,Rural,185619
2426,41,Female,Kigali,Other,Secondary,Rural,114076
2427,41,Male,Southern,Services,Secondary,Urban,203294
2428,34,Female,Northern,Agriculture,Secondary,Urban,39647
2429,48,Female,Kigali,Services,Primary,Rural,222240
2430,30,Female,Eastern,Trade,Tertiary,Rural,205392
2431,41,Male,Southern,Manufacturing,Tertiary,Rural,554462
2432,22,Male,Southern,Trade,Primary,Rural,108601
2433,34,Male,Eastern,Services,Primary,Rural,32432
2434,32,Female,Eastern,Trade,Secondary,Rural,96336
2435,37,Female,Western,Agriculture,No Education,Urban,87489
2436,30,Male,Southern,Agriculture,Primary,Rural,157391
2437,33,Male,Eastern,Agriculture,Secondary,Rural,19594
2438,44,Female,Kigali,Services,Secondary,Urban,206900
2439,29,Female,Southern,Other,Primary,Rural,163775
2440,18,Male,Kigali,Trade,Secondary,Rural,75597
2441,55,Female,Kigali,Agriculture,Tertiary,Rural,150895
2442,51,Male,Northern,Agriculture,Primary,Rural,52603
2443,19,Male,Kigali,Agriculture,Secondary,Rural,57271
2444,43,Female,Northern,Agriculture,No Education,Rural,56960
2445,28,Female,Kigali,Services,No Education,Rural,67088
2446,38,Female,Southern,Other,Secondary,Rural,221739
2447,38,Male,Kigali,Other,Primary,Rural,60315
2448,32,Female,Kigali,Manufacturing,No Education,Urban,87247
2449,25,Male,Kigali,Trade,Primary,Rural,446704
2450,26,Male,Western,Services,Secondary,Rural,332128
2451,24,Female,Western,Agriculture,Secondary,Rural,23156
2452,25,Male,Kigali,Services,Primary,Urban,91874
2453,34,Female,Southern,Services,Secondary,Rural,186961
2454,26,Female,Northern,Manufacturing,Primary,Rural,196966
2455,43,Male,Western,Agriculture,Secondary,Rural,31158
